Running command: python3 base5.py -i misc/4.1.01.tiff
 Char | Huffman code 
 Char | Huffman code 
----------------------
 194  |       11101
 193  |       11001
 195  |       10111
 192  |       10101
 191  |       01010
 203  |       00010
 190  |       00001
 206  |       00000
 196  |      111101
 202  |      111001
 201  |      111000
 189  |      110111
 204  |      110101
 200  |      110001
 205  |      101100
 199  |      101000
 188  |      100111
 207  |      100101
 198  |      100010
 180  |      011111
 197  |      011110
 184  |      011101
 176  |      011011
 182  |      011010
 179  |      011001
 187  |      010011
 177  |      010010
 183  |      010000
 181  |      001101
 185  |      001001
 186  |      001000
 178  |      000111
 174  |     1111101
 175  |     1101101
 173  |     1011011
 172  |     1011010
 171  |     1001000
 169  |     1000011
 170  |     1000001
 166  |     0111001
 168  |     0110001
 167  |     0101111
 163  |     0101100
 165  |     0100010
 164  |     0011101
 159  |     0010100
 161  |    11111110
 160  |    11111001
 162  |    11110010
 158  |    11110000
 157  |    11011000
 156  |    11010000
 152  |    10100101
 155  |    10011010
 154  |    10010010
 153  |    10001110
 150  |    10000100
 135  |    10000001
 151  |    01110001
 136  |    01100001
 208  |    01011100
 147  |    01011010
 56   |    01000111
 149  |    01000110
 134  |    00111111
 144  |    00111101
 137  |    00111100
 143  |    00111000
 54   |    00110010
 145  |    00110001
 76   |    00110000
 140  |    00101111
 51   |    00101110
 75   |    00101101
 55   |    00101011
 148  |    00101010
 52   |    00011011
 139  |    00011000
 53   |   111111111
 57   |   111111011
 138  |   111111010
 142  |   111111000
 146  |   111110001
 133  |   111110000
 73   |   111100110
 77   |   111100011
 141  |   111100010
 72   |   110100110
 48   |   110100101
 78   |   110100100
 58   |   110100011
 79   |   110000111
 74   |   110000101
 71   |   110000100
 49   |   110000011
 50   |   110000010
 70   |   110000001
 46   |   101001111
 131  |   101001110
 67   |   101001101
 60   |   101001100
 65   |   101001001
 59   |   100110111
 68   |   100110110
 69   |   100110010
 63   |   100110001
 62   |   100110000
 132  |   100100111
 47   |   100100110
 80   |   100011110
 61   |   100011011
 64   |   100011010
 66   |   100011001
 44   |   100001011
 81   |   100000001
 129  |   011100000
 45   |   011000000
 130  |   010111011
 127  |   010110111
 126  |   001110011
 128  |   001110010
 83   |   001100111
 82   |   000110100
 43   |   000110011
 124  |  1111111101
 125  |  1111111100
 123  |  1111001110
 84   |  1101100110
 42   |  1101001111
 88   |  1101001110
 120  |  1101000101
 85   |  1101000100
 86   |  1100000001
 41   |  1010010001
 121  |  1010010000
 122  |  1001100111
 118  |  1001100110
 87   |  1000111110
 119  |  1000110000
 89   |  1000010101
 40   |  1000010100
 39   |  1000000001
 115  |  1000000000
 92   |  0111000011
 96   |  0110000011
 94   |  0110000010
 112  |  0101110101
 117  |  0101110100
 116  |  0101101101
 209  |  0101101100
 90   |  0011111011
 93   |  0011111010
 35   |  0011111001
 38   |  0011111000
 114  |  0011001101
 32   |  0011001100
 34   |  0010110010
 99   |  0010110001
 100  |  0010110000
 105  |  0001101011
 91   |  0001101010
 97   |  0001100100
 113  | 11111100111
 103  | 11111100110
 95   | 11111100101
 33   | 11111100100
 110  | 11110011111
 104  | 11110011110
 37   | 11011001111
 36   | 11011001110
 31   | 11011001011
 107  | 11011001010
 111  | 11011001001
 30   | 11011001000
 108  | 11000011011
 106  | 11000011010
 98   | 11000011001
 101  | 11000011000
 109  | 11000000000
 102  | 10001111111
 28   | 10001100011
 210  | 10001100010
 29   | 01110000101
 0    | 01110000100
 211  | 00101100110
 27   | 00011001011
 26   |110000000011
 212  |100011111101
 213  |001011001111
 25   |000110010101
 24   |1100000000101
 1    |1000111111001
 214  |0010110011100
 23   |0001100101001
 22   |0001100101000
 3    |11000000001001
 215  |10001111110001
 21   |10001111110000
 216  |00101100111011
 8    |110000000010000
 20   |1100000000100011
 4    |1100000000100010
 19   |0010110011101010
 2    |0010110011101001
 218  |00101100111010110
 10   |001011001110101111
 254  |001011001110101110
 6    |00101100111010001
 17   |00101100111010000
Entropía de la fuente:  6.588482466033892
Longitud media del código de Huffman:  6.6223748144834795
Varianza del código de Huffman:  2.3462326508613662
Eficiencia de la codificación original de la fuente:  0.8235603082542365
Eficiencia del nuevo código de Huffman:  0.8277968518104349
Memoria original:  1624056   Memoria comprimido:  1443576
Tasa de compresión:  0.11112917288566404
Cantidad de simbolos en el diccionario:  209
Incoherencias:  0
Running command: python3 base5.py -i misc/4.1.08.tiff
 Char | Huffman code 
----------------------
 193  |       10111
 192  |       10110
 194  |       10100
 195  |       10001
 196  |       01000
 191  |       00110
 199  |       00011
 200  |       00010
 197  |      111110
 198  |      111100
 201  |      111001
 202  |      110100
 190  |      110011
 203  |      100111
 189  |      011100
 188  |      010111
 204  |      010100
 187  |      001000
 172  |      000010
 170  |      000001
 171  |      000000
 186  |     1111110
 168  |     1111010
 169  |     1110110
 174  |     1110100
 185  |     1101111
 167  |     1101110
 184  |     1101101
 173  |     1101011
 166  |     1100010
 182  |     1010111
 183  |     1010110
 175  |     1010100
 176  |     1001101
 165  |     1001011
 179  |     1001000
 164  |     1000010
 163  |     1000001
 159  |     0111111
 161  |     0111110
 181  |     0111100
 205  |     0111010
 178  |     0110100
 177  |     0110010
 160  |     0110001
 162  |     0100101
 158  |     0011111
 180  |     0011110
 156  |    11101111
 157  |    11101110
 155  |    11010101
 152  |    11001010
 154  |    11001000
 153  |    11000110
 151  |    10010101
 150  |    10010100
 48   |    10010011
 140  |    10000111
 147  |    10000110
 206  |    10000000
 67   |    01111010
 148  |    01110111
 137  |    01110110
 134  |    01101111
 49   |    01101101
 149  |    01101100
 141  |    01101011
 143  |    01101010
 144  |    01100111
 139  |    01100110
 135  |    01100001
 142  |    01100000
 63   |    01011011
 146  |    01011010
 145  |    01011000
 46   |    01010111
 68   |    01010101
 66   |    01010100
 56   |    01001110
 60   |    01001101
 138  |    01001100
 47   |    01001000
 133  |    00111011
 65   |    00111010
 136  |    00111001
 62   |    00111000
 69   |    00101111
 131  |    00101110
 51   |    00101101
 70   |    00101100
 71   |    00101011
 64   |    00101010
 44   |    00101001
 207  |    00100111
 59   |    00100101
 57   |    00100100
 132  |    00001111
 45   |    00001110
 54   |    00001100
 61   |   111111111
 73   |   111111101
 52   |   111101111
 58   |   111101110
 72   |   111101100
 129  |   111010111
 53   |   111010101
 50   |   111000111
 75   |   111000101
 55   |   111000100
 130  |   111000011
 43   |   111000001
 127  |   111000000
 128  |   110110001
 74   |   110110000
 42   |   110101001
 208  |   110010111
 38   |   110001111
 76   |   110001110
 41   |   110000110
 40   |   110000101
 39   |   110000100
 209  |   110000011
 77   |   110000000
 36   |   101010110
 126  |   101010101
 124  |   101010100
 120  |   100110001
 78   |   100110000
 79   |   100100100
 37   |   100000011
 35   |   100000010
 80   |   011110111
 125  |   011110110
 81   |   011011101
 83   |   010110011
 118  |   010110010
 210  |   010101100
 123  |   010011111
 121  |   010011110
 122  |   010010011
 84   |   001010001
 115  |   001010000
 34   |   001001100
 82   |   000011011
 85   |   000011010
 112  |  1111111101
 116  |  1111111100
 117  |  1111111000
 119  |  1111011011
 33   |  1111011010
 86   |  1110101101
 108  |  1110101100
 88   |  1110101001
 110  |  1110101000
 94   |  1110001101
 114  |  1110000101
 89   |  1110000100
 113  |  1101100111
 92   |  1101100110
 96   |  1101100100
 111  |  1101010001
 107  |  1101010000
 87   |  1100101101
 109  |  1100101100
 100  |  1100100111
 91   |  1100100110
 95   |  1100100101
 32   |  1100100100
 90   |  1100001111
 103  |  1100001110
 104  |  1100000101
 97   |  1100000100
 102  |  1100000011
 99   |  1010101111
 93   |  1010101110
 105  |  1001100111
 211  |  1001100110
 101  |  1001100101
 106  |  1001100100
 98   |  1001001011
 31   |  1001001010
 28   |  0110111000
 23   |  0101011011
 24   |  0101011010
 30   |  0100100100
 25   |  0010011011
 27   | 11111110011
 26   | 11111110010
 29   | 11100011001
 21   | 11011001011
 22   | 11011001010
 19   | 11000000100
 20   | 01101110010
 0    | 01001001011
 212  | 01001001010
 18   |111000110001
 213  |111000110000
 17   |110000001011
 16   |011011100110
 15   |001001101001
 214  |001001101000
 14   |1100000010100
 1    |0110111001110
 215  |0010011010111
 13   |0010011010110
 216  |11000000101010
 3    |01101110011111
 12   |01101110011110
 218  |00100110101010
 10   |00100110101001
 11   |110000001010111
 217  |110000001010110
 8    |001001101010111
 219  |001001101010001
 4    |0010011010101101
 2    |0010011010101100
 220  |00100110101000001
 9    |00100110101000000
 254  |00100110101000011
 6    |00100110101000010
Entropía de la fuente:  6.857419682446984
Longitud media del código de Huffman:  6.88646390306379
Varianza del código de Huffman:  2.276881242333492
Eficiencia de la codificación original de la fuente:  0.857177460305873
Eficiencia del nuevo código de Huffman:  0.8608079878829737
Memoria original:  1624056   Memoria comprimido:  1443576
Tasa de compresión:  0.11112917288566404
Cantidad de simbolos en el diccionario:  220
Incoherencias:  0
Running command: python3 base5.py -i misc/4.2.01.tiff
 Char | Huffman code 
----------------------
 0    |       01010
 63   |       00011
 62   |      111110
 64   |      111100
 61   |      111010
 65   |      111001
 60   |      111000
 59   |      110101
 58   |      110010
 57   |      110000
 66   |      101101
 56   |      101100
 67   |      100111
 227  |      100001
 55   |      011111
 226  |      011101
 228  |      011100
 68   |      011000
 225  |      010001
 224  |      001110
 54   |      001010
 229  |      000101
 69   |      000010
 53   |     1101110
 223  |     1101000
 70   |     1100110
 230  |     1010111
 222  |     1010101
 52   |     1010100
 71   |     1010000
 51   |     1001010
 221  |     0110010
 72   |     0100111
 231  |     0100001
 220  |     0011011
 38   |     0011010
 39   |     0011001
 50   |     0010111
 37   |     0010011
 36   |     0010001
 49   |     0001001
 73   |     0000111
 48   |     0000011
 35   |     0000001
 40   |    11111110
 219  |    11111101
 41   |    11110110
 31   |    11110101
 218  |    11101111
 33   |    11101110
 44   |    11101100
 28   |    11011011
 43   |    11011000
 30   |    11010010
 32   |    11001111
 34   |    11001110
 29   |    11000111
 42   |    11000110
 74   |    11000101
 217  |    11000100
 46   |    10111111
 45   |    10111100
 216  |    10111011
 47   |    10111010
 232  |    10111001
 27   |    10101101
 75   |    10100011
 215  |    10011011
 26   |    10011001
 233  |    10010111
 76   |    10010001
 214  |    10001110
 25   |    10001010
 213  |    10000000
 83   |    01111010
 84   |    01101101
 77   |    01101011
 81   |    01101010
 79   |    01101001
 78   |    01101000
 82   |    01100111
 24   |    01011111
 212  |    01011110
 200  |    01011100
 80   |    01011011
 211  |    01011001
 210  |    01001010
 234  |    01001001
 85   |    01000000
 86   |    00111110
 192  |    00111101
 209  |    00110001
 208  |    00110000
 196  |    00101101
 199  |    00100100
 198  |    00100001
 190  |    00010001
 88   |    00010000
 197  |    00001100
 87   |    00000101
 189  |    00000100
 188  |    00000001
 207  |   111111111
 193  |   111111110
 194  |   111111001
 195  |   111111000
 191  |   111101110
 89   |   111011011
 206  |   111011010
 187  |   110111111
 202  |   110111110
 186  |   110111101
 204  |   110111100
 23   |   110110100
 205  |   110110011
 201  |   110110010
 184  |   110100111
 185  |   110100110
 203  |   101111101
 90   |   101111100
 143  |   101111010
 235  |   101110000
 91   |   101011000
 144  |   101001111
 142  |   101001110
 147  |   101001101
 182  |   101001100
 22   |   101001011
 145  |   101001010
 92   |   101001001
 183  |   101001000
 146  |   101000101
 172  |   100110100
 174  |   100110001
 140  |   100110000
 176  |   100101101
 177  |   100101100
 141  |   100100111
 181  |   100100110
 180  |   100100101
 175  |   100100001
 148  |   100100000
 173  |   100011111
 170  |   100011110
 169  |   100011011
 149  |   100011010
 150  |   100011001
 179  |   100011000
 152  |   100010111
 171  |   100010110
 93   |   100010011
 178  |   100010010
 151  |   100010001
 168  |   100010000
 153  |   100000110
 166  |   100000101
 21   |   100000100
 236  |   100000011
 167  |   100000010
 156  |   011110111
 159  |   011110110
 94   |   011110010
 165  |   011110001
 154  |   011110000
 162  |   011011111
 155  |   011011110
 163  |   011011100
 158  |   011011001
 95   |   011001100
 19   |   010111011
 164  |   010110100
 138  |   010110001
 161  |   010110000
 157  |   010011011
 139  |   010011010
 20   |   010011000
 96   |   010010111
 160  |   010010110
 99   |   010000011
 137  |   010000010
 103  |   001111111
 106  |   001111001
 104  |   001111000
 97   |   001011001
 136  |   001011000
 102  |   001001011
 108  |   001001010
 237  |   001000001
 105  |   000011011
 101  |   000011010
 107  |   000000001
 98   |   000000000
 100  |  1111011111
 17   |  1111011110
 109  |  1111010010
 18   |  1111010001
 135  |  1111010000
 110  |  1101101011
 112  |  1011110111
 16   |  1011110110
 111  |  1011100011
 134  |  1010110011
 113  |  1010001001
 115  |  1010001000
 238  |  1001101010
 15   |  1001001001
 114  |  1001001000
 133  |  1000001111
 14   |  1000001110
 116  |  0111100111
 121  |  0110111011
 117  |  0110111010
 119  |  0110110001
 118  |  0110110000
 131  |  0110011011
 132  |  0110011010
 126  |  0101110100
 12   |  0101101011
 120  |  0101101010
 125  |  0100110011
 122  |  0100110010
 129  |  0100100011
 123  |  0100100010
 127  |  0100100001
 13   |  0100100000
 124  |  0011111101
 130  |  0011111100
 128  |  0010000001
 240  |  0010000000
 11   | 11011010101
 239  | 11011010100
 3    | 10111000101
 241  | 10111000100
 10   | 10101100100
 9    | 10011010111
 1    | 10011010110
 8    | 01111001101
 242  | 01111001100
 7    | 01011101011
 243  | 01011101010
 6    |111101001111
 2    |111101001110
 4    |111101001101
 244  |111101001100
 5    |101011001011
 245  |1010110010101
 246  |10101100101001
 247  |101011001010001
 254  |101011001010000
Entropía de la fuente:  7.242880303937573
Longitud media del código de Huffman:  7.277094785982386
Varianza del código de Huffman:  1.8754504430884624
Eficiencia de la codificación original de la fuente:  0.9053600379921967
Eficiencia del nuevo código de Huffman:  0.9096368482477982
Memoria original:  6675480   Memoria comprimido:  5933720
Tasa de compresión:  0.11111710318958337
Cantidad de simbolos en el diccionario:  249
Incoherencias:  0
Running command: python3 base5.py -i misc/4.2.03.tiff
 Char | Huffman code 
----------------------
 88   |     1000000
 76   |     0111111
 79   |     0111110
 83   |     0111101
 92   |     0111011
 81   |     0111010
 96   |     0111001
 91   |     0111000
 73   |     0110111
 86   |     0110110
 89   |     0110101
 75   |     0110100
 112  |     0110011
 78   |     0110010
 94   |     0110001
 99   |     0110000
 71   |     0101111
 97   |     0101110
 80   |     0101101
 77   |     0101011
 103  |     0101010
 82   |     0101001
 85   |     0101000
 108  |     0100111
 72   |     0100110
 70   |     0100101
 115  |     0100100
 84   |     0100011
 90   |     0100010
 95   |     0100001
 93   |     0100000
 107  |     0011111
 105  |     0011110
 87   |     0011101
 74   |     0011100
 100  |     0011011
 102  |     0011010
 110  |     0011001
 113  |     0011000
 120  |     0010111
 118  |     0010101
 104  |     0010100
 69   |     0010011
 111  |     0010010
 98   |     0010001
 124  |     0010000
 121  |     0001111
 67   |     0001110
 101  |     0001101
 109  |     0001100
 68   |     0001011
 106  |     0001001
 114  |     0001000
 123  |     0000111
 116  |     0000110
 65   |     0000101
 117  |     0000100
 131  |     0000011
 63   |     0000001
 127  |     0000000
 192  |    11111111
 128  |    11111110
 119  |    11111101
 122  |    11111100
 135  |    11111011
 64   |    11111010
 125  |    11111001
 126  |    11111000
 129  |    11110110
 66   |    11110101
 62   |    11110011
 132  |    11110010
 133  |    11110001
 134  |    11110000
 143  |    11101110
 193  |    11101101
 130  |    11101100
 147  |    11101011
 139  |    11101001
 137  |    11101000
 140  |    11100111
 195  |    11100110
 142  |    11100101
 152  |    11100011
 136  |    11100010
 138  |    11100001
 144  |    11100000
 145  |    11011111
 141  |    11011110
 159  |    11011101
 190  |    11011100
 60   |    11011011
 188  |    11011010
 61   |    11011000
 149  |    11010111
 191  |    11010101
 187  |    11010100
 146  |    11010011
 189  |    11010010
 148  |    11010000
 150  |    11001111
 194  |    11001110
 59   |    11001101
 156  |    11001100
 184  |    11001011
 185  |    11001010
 176  |    11001001
 57   |    11001000
 157  |    11000111
 58   |    11000110
 163  |    11000100
 153  |    11000011
 158  |    11000010
 155  |    11000001
 151  |    10111111
 161  |    10111110
 154  |    10111100
 182  |    10111011
 186  |    10111010
 56   |    10111000
 172  |    10110111
 179  |    10110110
 169  |    10110101
 196  |    10110100
 160  |    10110011
 167  |    10110010
 197  |    10110000
 166  |    10101111
 168  |    10101110
 174  |    10101100
 177  |    10101011
 164  |    10101001
 181  |    10101000
 162  |    10100111
 173  |    10100110
 183  |    10100100
 171  |    10100011
 165  |    10100010
 170  |    10100001
 55   |    10100000
 54   |    10011111
 198  |    10011110
 53   |    10011100
 178  |    10011011
 180  |    10011010
 51   |    10011000
 175  |    10010110
 52   |    10010101
 199  |    10010011
 49   |    10010000
 48   |    10001111
 50   |    10001110
 47   |    10001001
 46   |    10000111
 200  |    10000110
 201  |    10000101
 45   |    01111001
 44   |    01111000
 43   |    01011000
 202  |    00101100
 203  |    00010100
 42   |    00000101
 41   |    00000100
 242  |   111101110
 224  |   111101001
 39   |   111101000
 40   |   111011110
 240  |   111010101
 204  |   111010100
 243  |   111001001
 241  |   111001000
 38   |   110110011
 222  |   110110010
 228  |   110101101
 205  |   110101100
 239  |   110100011
 221  |   110001011
 223  |   110001010
 226  |   110000001
 225  |   110000000
 238  |   101111011
 37   |   101111010
 227  |   101110011
 220  |   101110010
 230  |   101100010
 244  |   101011011
 206  |   101011010
 229  |   101010101
 237  |   101010100
 36   |   101001011
 35   |   101001010
 236  |   100111010
 219  |   100110011
 207  |   100110010
 34   |   100101111
 232  |   100101110
 218  |   100101001
 231  |   100101000
 245  |   100100101
 33   |   100100100
 208  |   100100010
 234  |   100011011
 217  |   100011010
 233  |   100011001
 216  |   100011000
 209  |   100010111
 235  |   100010110
 32   |   100010101
 31   |   100010100
 246  |   100010001
 214  |   100001000
 215  |   100000111
 213  |   100000110
 210  |   100000101
 211  |   100000100
 212  |   010110010
 30   |   001011011
 29   |   000101011
 28   |   000101010
 247  |  1111011111
 27   |  1111011110
 26   |  1101000101
 248  |  1011000111
 25   |  1011000110
 23   |  1001110111
 24   |  1001110110
 22   |  1001000110
 21   |  1000100001
 19   |  1000100000
 249  |  1000010010
 20   |  0101100111
 18   |  0010110100
 17   | 11101111111
 250  | 11101111101
 16   | 11010001001
 15   | 11010001000
 14   | 10010001110
 13   | 01011001101
 251  | 01011001100
 12   | 00101101010
 11   |111011111101
 0    |111011111100
 10   |111011111001
 252  |100100011110
 9    |100001001111
 8    |100001001101
 7    |100001001100
 5    |001011010111
 6    |001011010110
 253  |1110111110001
 4    |1110111110000
 3    |1001000111111
 2    |1001000111110
 1    |1000010011101
 254  |10000100111001
 255  |10000100111000
Entropía de la fuente:  7.763192417180761
Longitud media del código de Huffman:  7.801576969432545
Varianza del código de Huffman:  0.6071018596226906
Eficiencia de la codificación original de la fuente:  0.9703990521475951
Eficiencia del nuevo código de Huffman:  0.9751971211790681
Memoria original:  6675480   Memoria comprimido:  6675480
Tasa de compresión:  0.0
Cantidad de simbolos en el diccionario:  256
Incoherencias:  0
Running command: python3 base5.py -i misc/4.2.05.tiff
 Char | Huffman code 
----------------------
 208  |       10100
 207  |       10001
 209  |       10000
 211  |       01110
 206  |       01101
 210  |       01011
 204  |       01001
 205  |       00111
 212  |       00110
 203  |       00011
 213  |       00000
 202  |      111111
 214  |      111101
 201  |      111011
 216  |      111010
 200  |      111001
 215  |      110111
 199  |      110110
 217  |      110011
 198  |      110000
 218  |      101101
 219  |      100111
 197  |      100101
 196  |      011001
 195  |      010101
 220  |      010100
 194  |      000100
 192  |     1111100
 193  |     1111001
 191  |     1100010
 221  |     1011101
 190  |     1011100
 189  |     1010101
 188  |     1001001
 187  |     0100011
 222  |     0100001
 186  |     0010001
 184  |     0000111
 223  |     0000110
 185  |    11111011
 224  |    11110001
 183  |    11010001
 182  |    11000111
 181  |    10101111
 180  |    10011000
 179  |    01111111
 176  |    01100011
 177  |    01100000
 178  |    01000101
 159  |    01000100
 158  |    01000000
 161  |    00101111
 163  |    00101110
 160  |    00101101
 156  |    00101100
 174  |    00101010
 172  |    00101001
 169  |    00101000
 166  |    00100111
 162  |    00100110
 157  |    00100101
 167  |    00100001
 168  |    00100000
 164  |    00010111
 165  |    00010110
 155  |    00010101
 170  |    00010100
 171  |    00001011
 152  |    00001010
 173  |    00001001
 175  |    00001000
 153  |   111110100
 154  |   111100001
 150  |   111000111
 147  |   111000110
 225  |   111000101
 151  |   111000100
 149  |   111000010
 148  |   111000001
 96   |   111000000
 88   |   110101111
 92   |   110101110
 100  |   110101100
 90   |   110101010
 91   |   110101000
 86   |   110100111
 145  |   110100110
 143  |   110100101
 94   |   110100100
 97   |   110100001
 87   |   110100000
 103  |   110010111
 99   |   110010110
 104  |   110010101
 85   |   110010100
 83   |   110010011
 102  |   110010001
 89   |   110010000
 105  |   110001101
 144  |   110001100
 146  |   101111111
 95   |   101111110
 101  |   101111101
 93   |   101111100
 108  |   101111011
 140  |   101111010
 142  |   101111000
 98   |   101100111
 84   |   101100110
 106  |   101100101
 81   |   101100011
 141  |   101100010
 107  |   101011101
 112  |   101011011
 139  |   101011010
 128  |   101011001
 113  |   101011000
 82   |   101010011
 109  |   101010010
 120  |   101010001
 135  |   101010000
 134  |   100110111
 79   |   100110110
 136  |   100110101
 110  |   100110100
 115  |   100110010
 80   |   100100011
 137  |   100100010
 138  |   100100001
 131  |   100100000
 124  |   011111101
 118  |   011111100
 125  |   011111011
 116  |   011111010
 132  |   011111001
 127  |   011111000
 121  |   011110111
 123  |   011110110
 111  |   011110101
 130  |   011110100
 117  |   011110011
 133  |   011110010
 114  |   011110001
 129  |   011110000
 126  |   011000101
 78   |   011000100
 122  |   011000010
 119  |   010000011
 77   |   001010110
 76   |   001001001
 75   |  1111101010
 74   |  1110000110
 73   |  1101010011
 72   |  1011001000
 71   |  1011000000
 70   |  1001100111
 67   |  0100000101
 68   |  0010101110
 0    |  0010010001
 69   |  0010010000
 65   | 11111010110
 63   | 11110000011
 66   | 11110000010
 39   | 11110000001
 40   | 11100001111
 37   | 11100001110
 38   | 11010110111
 64   | 11010110110
 35   | 11010110101
 60   | 11010110100
 48   | 11010101111
 36   | 11010101110
 62   | 11010101101
 41   | 11010101100
 43   | 11010100101
 49   | 11010100100
 42   | 11001001010
 226  | 11001001001
 61   | 11001001000
 44   | 10111100111
 53   | 10111100110
 46   | 10111100101
 47   | 10111100100
 45   | 10110010011
 51   | 10110010010
 50   | 10110000111
 56   | 10110000110
 54   | 10110000101
 58   | 10110000100
 59   | 10110000011
 33   | 10110000010
 57   | 10101110011
 34   | 10101110010
 55   | 10101110000
 52   | 10011001101
 32   | 01100001101
 31   | 01000001000
 30   |111100000001
 29   |110010010111
 227  |101011100011
 28   |101011100010
 27   |100110011001
 24   |011000011111
 19   |011000011110
 15   |011000011101
 16   |011000011100
 17   |011000011001
 18   |011000011000
 25   |010000010011
 26   |010000010010
 22   |001010111111
 14   |001010111110
 21   |001010111100
 20   |1111101011111
 23   |1111101011110
 12   |1111101011101
 13   |1111000000001
 228  |1100100101101
 11   |1001100110001
 9    |0010101111011
 10   |0010101111010
 7    |11111010111000
 8    |11110000000001
 229  |11110000000000
 6    |11001001011000
 230  |10011001100000
 5    |111110101110011
 4    |110010010110011
 3    |110010010110010
 231  |100110011000011
 1    |100110011000010
 232  |1111101011100100
 2    |11111010111001011
 233  |111110101110010101
 234  |1111101011100101001
 254  |1111101011100101000
Entropía de la fuente:  6.664904073177183
Longitud media del código de Huffman:  6.6922112661006725
Varianza del código de Huffman:  2.777811774510654
Eficiencia de la codificación original de la fuente:  0.8331130091471479
Eficiencia del nuevo código de Huffman:  0.8365264082625841
Memoria original:  6675480   Memoria comprimido:  5274392
Tasa de compresión:  0.209885731063534
Cantidad de simbolos en el diccionario:  236
Incoherencias:  0
Running command: python3 base5.py -i misc/4.2.06.tiff
 Char | Huffman code 
----------------------
 211  |      000100
 212  |      000001
 207  |     1110100
 208  |     1110001
 209  |     1110000
 210  |     1101101
 213  |     1101010
 206  |     1101001
 204  |     1011110
 205  |     1011100
 203  |     0111011
 214  |     0110111
 35   |     0110100
 202  |     0110000
 31   |     0101111
 199  |     0101100
 201  |     0101011
 200  |     0101000
 195  |     0100111
 198  |     0100101
 36   |     0100011
 192  |     0100001
 33   |     0100000
 197  |     0011111
 39   |     0011101
 28   |     0011100
 32   |     0011011
 196  |     0011000
 38   |     0010111
 40   |     0010110
 37   |     0010101
 41   |     0010100
 193  |     0010001
 30   |     0010000
 194  |     0001110
 34   |     0001101
 44   |     0001010
 29   |     0000111
 43   |     0000101
 27   |     0000001
 42   |     0000000
 190  |    11111101
 191  |    11111100
 24   |    11111011
 188  |    11111001
 48   |    11111000
 25   |    11110110
 46   |    11110100
 189  |    11110010
 184  |    11110000
 187  |    11101110
 26   |    11101101
 96   |    11101011
 215  |    11101010
 45   |    11100110
 216  |    11100101
 47   |    11100100
 92   |    11011110
 185  |    11011100
 23   |    11011001
 186  |    11010111
 89   |    11010110
 99   |    11010001
 88   |    11010000
 51   |    11001111
 49   |    11001110
 100  |    11001101
 97   |    11001100
 93   |    11001011
 94   |    11001010
 95   |    11001001
 90   |    11001000
 83   |    11000111
 102  |    11000110
 98   |    11000101
 22   |    11000100
 84   |    11000010
 50   |    11000001
 76   |    11000000
 91   |    10111111
 79   |    10111110
 86   |    10111011
 87   |    10111010
 103  |    10110111
 63   |    10110110
 104  |    10110100
 78   |    10110011
 80   |    10110010
 182  |    10110001
 56   |    10110000
 105  |    10101111
 52   |    10101110
 81   |    10101100
 85   |    10101011
 54   |    10101010
 152  |    10101001
 101  |    10101000
 73   |    10100111
 72   |    10100110
 183  |    10100101
 82   |    10100100
 108  |    10100011
 148  |    10100010
 67   |    10100001
 150  |    10100000
 180  |    10011111
 60   |    10011110
 179  |    10011101
 176  |    10011100
 75   |    10011011
 181  |    10011010
 106  |    10011001
 53   |    10011000
 71   |    10010111
 21   |    10010110
 57   |    10010101
 107  |    10010100
 149  |    10010011
 70   |    10010010
 74   |    10010001
 151  |    10010000
 77   |    10001111
 217  |    10001110
 19   |    10001101
 64   |    10001100
 153  |    10001011
 55   |    10001010
 69   |    10001001
 112  |    10001000
 68   |    10000111
 20   |    10000110
 147  |    10000101
 154  |    10000100
 62   |    10000010
 65   |    10000001
 66   |    10000000
 109  |    01111111
 146  |    01111110
 156  |    01111101
 177  |    01111100
 59   |    01111011
 110  |    01111010
 231  |    01111001
 145  |    01111000
 178  |    01110101
 61   |    01110100
 113  |    01110011
 111  |    01110010
 218  |    01110001
 155  |    01110000
 174  |    01101101
 144  |    01101011
 58   |    01101010
 157  |    01100111
 115  |    01100110
 158  |    01100101
 172  |    01100100
 159  |    01100011
 143  |    01100010
 170  |    01011101
 230  |    01011100
 175  |    01011011
 160  |    01011010
 114  |    01010101
 173  |    01010100
 232  |    01010011
 219  |    01010010
 116  |    01001101
 18   |    01001100
 171  |    01001001
 168  |    01001000
 164  |    01000101
 163  |    01000100
 162  |    00111101
 161  |    00111100
 142  |    00110101
 118  |    00110100
 166  |    00110011
 169  |    00110010
 120  |    00100111
 167  |    00100110
 140  |    00100101
 17   |    00100100
 165  |    00011111
 141  |    00011110
 117  |    00011001
 220  |    00010111
 121  |    00010110
 16   |    00001101
 119  |    00001100
 128  |    00001001
 139  |    00001000
 0    |   111111111
 124  |   111111110
 15   |   111111101
 126  |   111111100
 137  |   111110101
 123  |   111110100
 138  |   111101111
 131  |   111101110
 122  |   111101011
 125  |   111101010
 136  |   111100111
 229  |   111100110
 127  |   111100010
 135  |   111011111
 134  |   111011110
 129  |   111011001
 133  |   111011000
 132  |   111001111
 130  |   111001110
 228  |   110111111
 224  |   110111110
 221  |   110111010
 222  |   110110001
 14   |   110110000
 227  |   110000111
 233  |   110000110
 225  |   101101011
 223  |   101101010
 226  |   101011011
 13   |   100000111
 12   |   100000110
 11   |   011011000
 10   |   000110000
